any;municipi;concepte;estat;valor
2015;Barberà de la Conca;població amb estudis baixos;..;null
2015;Barberà de la Conca;població jove sense estudis postobligatoris;..;null
2015;Barberà de la Conca;estrangers de països de renda baixa o mitjana;;104,4
2015;Barberà de la Conca;renda mitjana per persona;;95,8
2015;Barberà del Vallès;població ocupada;;108,0
2015;Barberà del Vallès;treballadors de baixa qualificació;;97,5
2015;Barberà del Vallès;població amb estudis baixos;..;null
2015;Barberà del Vallès;població jove sense estudis postobligatoris;..;null
2015;Barberà del Vallès;estrangers de països de renda baixa o mitjana;;90,4
2015;Barberà del Vallès;renda mitjana per persona;;97,5
2015;Barcelona;població ocupada;;99,3
2015;Barcelona;treballadors de baixa qualificació;;88,1
2015;Barcelona;població amb estudis baixos;..;null
2015;Barcelona;població jove sense estudis postobligatoris;..;null
2015;Barcelona;estrangers de països de renda baixa o mitjana;;101,4
2015;Barcelona;renda mitjana per persona;;113,0
2015;Baronia de Rialb, la;població ocupada;;108,8
2015;Baronia de Rialb, la;treballadors de baixa qualificació;..;null
2015;Baronia de Rialb, la;població amb estudis baixos;..;null
2015;Baronia de Rialb, la;població jove sense estudis postobligatoris;..;null
2015;Baronia de Rialb, la;estrangers de països de renda baixa o mitjana;;89,1
2015;Baronia de Rialb, la;renda mitjana per persona;;94,4
2015;Bàscara;població ocupada;;123,9
2015;Bàscara;treballadors de baixa qualificació;..;null
2015;Bàscara;població amb estudis baixos;..;null
2015;Bàscara;població jove sense estudis postobligatoris;..;null
2015;Bàscara;estrangers de països de renda baixa o mitjana;;91,8
2015;Bàscara;renda mitjana per persona;;93,6
2015;Bassella;població ocupada;;130,0
2015;Bassella;treballadors de baixa qualificació;..;null
2015;Bassella;població amb estudis baixos;..;null
2015;Bassella;població jove sense estudis postobligatoris;..;null
2015;Bassella;estrangers de països de renda baixa o mitjana;;92,1
2015;Bassella;renda mitjana per persona;;89,6
2015;Batea;població ocupada;;118,0
2015;Batea;treballadors de baixa qualificació;;147,7
2015;Batea;població amb estudis baixos;..;null
2015;Batea;població jove sense estudis postobligatoris;..;null
2015;Batea;estrangers de països de renda baixa o mitjana;;90,8
2015;Batea;renda mitjana per persona;;82,3
2015;Bausen;població ocupada;;45,8
2015;Bausen;treballadors de baixa qualificació;..;null
2015;Bausen;població amb estudis baixos;..;null
2015;Bausen;població jove sense estudis postobligatoris;..;null
2015;Bausen;estrangers de països de renda baixa o mitjana;;79,2
2015;Bausen;renda mitjana per persona;;104,9
2015;Begues;població ocupada;;116,9
2015;Begues;treballadors de baixa qualificació;;81,2
2015;Begues;població amb estudis baixos;..;null
2015;Begues;població jove sense estudis postobligatoris;..;null
2015;Begues;estrangers de països de renda baixa o mitjana;;83,9
2015;Begues;renda mitjana per persona;;114,5
2015;Begur;població ocupada;;98,8
2015;Begur;treballadors de baixa qualificació;;104,2
2015;Begur;població amb estudis baixos;..;null
2015;Begur;població jove sense estudis postobligatoris;..;null
2015;Begur;estrangers de països de renda baixa o mitjana;;90,5
2015;Begur;renda mitjana per persona;;98,7
2015;Belianes;població ocupada;;98,8
2015;Belianes;treballadors de baixa qualificació;..;null
2015;Belianes;població amb estudis baixos;..;null
2015;Belianes;població jove sense estudis postobligatoris;..;null
2015;Belianes;estrangers de països de renda baixa o mitjana;;99,2
2015;Belianes;renda mitjana per persona;;84,4
2015;Bellaguarda;població ocupada;;130,5
2015;Bellaguarda;treballadors de baixa qualificació;..;null
2015;Bellaguarda;població amb estudis baixos;..;null
2015;Bellaguarda;població jove sense estudis postobligatoris;..;null
2015;Bellaguarda;estrangers de països de renda baixa o mitjana;;88,4
2015;Bellaguarda;renda mitjana per persona;;82,6
2015;Bellcaire d'Empordà;població ocupada;;109,5
2015;Bellcaire d'Empordà;treballadors de baixa qualificació;..;null
2015;Bellcaire d'Empordà;població amb estudis baixos;..;null
2015;Bellcaire d'Empordà;població jove sense estudis postobligatoris;..;null
2015;Bellcaire d'Empordà;estrangers de països de renda baixa o mitjana;;89,4
2015;Bellcaire d'Empordà;renda mitjana per persona;;97,6
2015;Bellcaire d'Urgell;població ocupada;;117,9
2015;Bellcaire d'Urgell;treballadors de baixa qualificació;;107,6
2015;Bellcaire d'Urgell;població amb estudis baixos;..;null
2015;Bellcaire d'Urgell;població jove sense estudis postobligatoris;..;null
2015;Bellcaire d'Urgell;estrangers de països de renda baixa o mitjana;;92,8
2015;Bellcaire d'Urgell;renda mitjana per persona;;96,0
2015;Bell-lloc d'Urgell;població ocupada;;112,5
2015;Bell-lloc d'Urgell;treballadors de baixa qualificació;;103,2
2015;Bell-lloc d'Urgell;població amb estudis baixos;..;null
2015;Bell-lloc d'Urgell;població jove sense estudis postobligatoris;..;null
2015;Bell-lloc d'Urgell;estrangers de països de renda baixa o mitjana;;105,6
2015;Bell-lloc d'Urgell;renda mitjana per persona;;94,4
2015;Bellmunt d'Urgell;població ocupada;;104,8
2015;Bellmunt d'Urgell;treballadors de baixa qualificació;..;null
2015;Bellmunt d'Urgell;població amb estudis baixos;..;null
2015;Bellmunt d'Urgell;població jove sense estudis postobligatoris;..;null
2015;Bellmunt d'Urgell;estrangers de països de renda baixa o mitjana;;84,6
2015;Bellmunt d'Urgell;renda mitjana per persona;;87,8
2015;Bellmunt del Priorat;població ocupada;;93,6
2015;Bellmunt del Priorat;treballadors de baixa qualificació;..;null
2015;Bellmunt del Priorat;població amb estudis baixos;..;null
2015;Bellmunt del Priorat;població jove sense estudis postobligatoris;..;null
2015;Bellmunt del Priorat;estrangers de països de renda baixa o mitjana;;107,9
2015;Bellmunt del Priorat;renda mitjana per persona;;86,2
2015;Bellprat;població ocupada;;121,6
2015;Bellprat;treballadors de baixa qualificació;..;null
2015;Bellprat;població amb estudis baixos;..;null
2015;Bellprat;població jove sense estudis postobligatoris;..;null
2015;Bellprat;estrangers de països de renda baixa o mitjana;;81,9
2015;Bellprat;renda mitjana per persona;;107,4
2015;Bellpuig;població ocupada;;95,4
2015;Bellpuig;treballadors de baixa qualificació;;123,6
2015;Bellpuig;població amb estudis baixos;..;null
2015;Bellpuig;població jove sense estudis postobligatoris;..;null
2015;Bellpuig;estrangers de països de renda baixa o mitjana;;119,9
2015;Bellpuig;renda mitjana per persona;;88,6
2015;Bellvei;població ocupada;;89,3
2015;Bellvei;treballadors de baixa qualificació;;109,8
2015;Bellvei;població amb estudis baixos;..;null
2015;Bellvei;població jove sense estudis postobligatoris;..;null
2015;Bellvei;estrangers de països de renda baixa o mitjana;;94,9
2015;Bellvei;renda mitjana per persona;;85,2
2015;Bellver de Cerdanya;població ocupada;;108,4
2015;Bellver de Cerdanya;treballadors de baixa qualificació;;96,5
2015;Bellver de Cerdanya;població amb estudis baixos;..;null
2015;Bellver de Cerdanya;població jove sense estudis postobligatoris;..;null
2015;Bellver de Cerdanya;estrangers de països de renda baixa o mitjana;;89,1
2015;Bellver de Cerdanya;renda mitjana per persona;;105,2
2015;Bellvís;població ocupada;;117,9
2015;Bellvís;treballadors de baixa qualificació;;126,2
2015;Bellvís;població amb estudis baixos;..;null
2015;Bellvís;població jove sense estudis postobligatoris;..;null
2015;Bellvís;estrangers de països de renda baixa o mitjana;;111,9
2015;Bellvís;renda mitjana per persona;;90,8
2015;Benavent de Segrià;població ocupada;;116,0
2015;Benavent de Segrià;treballadors de baixa qualificació;;100,8
2015;Benavent de Segrià;població amb estudis baixos;..;null
2015;Benavent de Segrià;població jove sense estudis postobligatoris;..;null
2015;Benavent de Segrià;estrangers de països de renda baixa o mitjana;;93,7
2015;Benavent de Segrià;renda mitjana per persona;;97,0
2015;Benifallet;població ocupada;;104,0
2015;Benifallet;treballadors de baixa qualificació;..;null
2015;Benifallet;població amb estudis baixos;..;null
2015;Benifallet;població jove sense estudis postobligatoris;..;null
2015;Benifallet;estrangers de països de renda baixa o mitjana;;85,4
2015;Benifallet;renda mitjana per persona;;89,0
2015;Benissanet;població ocupada;;96,3
2015;Benissanet;treballadors de baixa qualificació;;135,5
2015;Benissanet;població amb estudis baixos;..;null
2015;Benissanet;població jove sense estudis postobligatoris;..;null
2015;Benissanet;estrangers de països de renda baixa o mitjana;;116,2
2015;Benissanet;renda mitjana per persona;;86,4
2015;Berga;població ocupada;;90,6
2015;Berga;treballadors de baixa qualificació;;107,1
2015;Berga;població amb estudis baixos;..;null
2015;Berga;població jove sense estudis postobligatoris;..;null
2015;Berga;estrangers de països de renda baixa o mitjana;;98,6
2015;Berga;renda mitjana per persona;;98,4
2015;Besalú;població ocupada;;118,9
2015;Besalú;treballadors de baixa qualificació;;99,5
2015;Besalú;població amb estudis baixos;..;null
2015;Besalú;població jove sense estudis postobligatoris;..;null
2015;Besalú;estrangers de països de renda baixa o mitjana;;95,8
2015;Besalú;renda mitjana per persona;;100,3
2015;Bescanó;població ocupada;;129,2
2015;Bescanó;treballadors de baixa qualificació;;92,3
2015;Bescanó;població amb estudis baixos;..;null
2015;Bescanó;població jove sense estudis postobligatoris;..;null
2015;Bescanó;estrangers de països de renda baixa o mitjana;;85,7
2015;Bescanó;renda mitjana per persona;;102,4
2015;Beuda;població ocupada;;102,1
2015;Beuda;treballadors de baixa qualificació;..;null
2015;Beuda;població amb estudis baixos;..;null
2015;Beuda;població jove sense estudis postobligatoris;..;null
2015;Beuda;estrangers de països de renda baixa o mitjana;;84,4
2015;Beuda;renda mitjana per persona;;91,3
2015;Bigues i Riells del Fai;població ocupada;;111,2
2015;Bigues i Riells del Fai;treballadors de baixa qualificació;;103,5
2015;Bigues i Riells del Fai;població amb estudis baixos;..;null
2015;Bigues i Riells del Fai;població jove sense estudis postobligatoris;..;null
2015;Bigues i Riells del Fai;estrangers de països de renda baixa o mitjana;;84,5
2015;Bigues i Riells del Fai;renda mitjana per persona;;100,7
2015;Biosca;població ocupada;;114,5
2015;Biosca;treballadors de baixa qualificació;..;null
2015;Biosca;població amb estudis baixos;..;null
2015;Biosca;població jove sense estudis postobligatoris;..;null
2015;Biosca;estrangers de països de renda baixa o mitjana;;83,3
2015;Biosca;renda mitjana per persona;;104,4
2015;Bisbal d'Empordà, la;població ocupada;;93,3
2015;Bisbal d'Empordà, la;treballadors de baixa qualificació;;113,8
2015;Bisbal d'Empordà, la;població amb estudis baixos;..;null
2015;Bisbal d'Empordà, la;població jove sense estudis postobligatoris;..;null
2015;Bisbal d'Empordà, la;estrangers de països de renda baixa o mitjana;;115,7
2015;Bisbal d'Empordà, la;renda mitjana per persona;;87,1
2015;Bisbal de Falset, la;població ocupada;;110,4
2015;Bisbal de Falset, la;treballadors de baixa qualificació;..;null
2015;Bisbal de Falset, la;població amb estudis baixos;..;null
2015;Bisbal de Falset, la;població jove sense estudis postobligatoris;..;null
2015;Bisbal de Falset, la;estrangers de països de renda baixa o mitjana;;99,3
2015;Bisbal de Falset, la;renda mitjana per persona;;79,9
2015;Bisbal del Penedès, la;població ocupada;;82,1
2015;Bisbal del Penedès, la;treballadors de baixa qualificació;;121,0
2015;Bisbal del Penedès, la;població amb estudis baixos;..;null
2015;Bisbal del Penedès, la;població jove sense estudis postobligatoris;..;null
2015;Bisbal del Penedès, la;estrangers de països de renda baixa o mitjana;;85,7
2015;Bisbal del Penedès, la;renda mitjana per persona;;87,1
2015;Biure;població ocupada;;89,3
2015;Biure;treballadors de baixa qualificació;..;null
2015;Biure;població amb estudis baixos;..;null
2015;Biure;població jove sense estudis postobligatoris;..;null
2015;Biure;estrangers de països de renda baixa o mitjana;;86,7
2015;Biure;renda mitjana per persona;;96,3
2015;Blancafort;població ocupada;;116,4
2015;Blancafort;treballadors de baixa qualificació;..;null
2015;Blancafort;població amb estudis baixos;..;null
2015;Blancafort;població jove sense estudis postobligatoris;..;null
2015;Blancafort;estrangers de països de renda baixa o mitjana;;92,9
2015;Blancafort;renda mitjana per persona;;94,9
2015;Blanes;població ocupada;;87,0
2015;Blanes;treballadors de baixa qualificació;;106,6
2015;Blanes;població amb estudis baixos;..;null
2015;Blanes;població jove sense estudis postobligatoris;..;null
2015;Blanes;estrangers de països de renda baixa o mitjana;;101,3
2015;Blanes;renda mitjana per persona;;89,6
2015;Boadella i les Escaules;població ocupada;;96,2
2015;Boadella i les Escaules;treballadors de baixa qualificació;..;null
2015;Boadella i les Escaules;població amb estudis baixos;..;null
2015;Boadella i les Escaules;població jove sense estudis postobligatoris;..;null
2015;Boadella i les Escaules;estrangers de països de renda baixa o mitjana;;85,4
2015;Boadella i les Escaules;renda mitjana per persona;;97,2
2015;Bolvir;població ocupada;;111,8
2015;Bolvir;treballadors de baixa qualificació;..;null
2015;Bolvir;població amb estudis baixos;..;null
2015;Bolvir;població jove sense estudis postobligatoris;..;null
2015;Bolvir;estrangers de països de renda baixa o mitjana;;90,9
2015;Bolvir;renda mitjana per persona;;114,0
2015;Bonastre;població ocupada;;77,9
2015;Bonastre;treballadors de baixa qualificació;..;null
2015;Bonastre;població amb estudis baixos;..;null
2015;Bonastre;població jove sense estudis postobligatoris;..;null
2015;Bonastre;estrangers de països de renda baixa o mitjana;;104,7
2015;Bonastre;renda mitjana per persona;;81,8
2015;Bòrdes, Es;població ocupada;;107,0
2015;Bòrdes, Es;treballadors de baixa qualificació;..;null
2015;Bòrdes, Es;població amb estudis baixos;..;null
2015;Bòrdes, Es;població jove sense estudis postobligatoris;..;null
2015;Bòrdes, Es;estrangers de països de renda baixa o mitjana;;80,0
2015;Bòrdes, Es;renda mitjana per persona;;109,6
2015;Bordils;població ocupada;;116,4
