mes,comarques i Aran,concepte,sexe,estat,valor
12/2020,Garraf,població vacunada amb segona dosi (%),dones,,0.0
12/2020,Garraf,població vacunada amb segona dosi (%),total,,0.0
12/2020,Garraf,població vacunada amb dosi addicional (%),homes,,0.0
12/2020,Garraf,població vacunada amb dosi addicional (%),dones,,0.0
12/2020,Garraf,població vacunada amb dosi addicional (%),total,,0.0
12/2020,Garrigues,dosis administrades,homes,,0
12/2020,Garrigues,dosis administrades,dones,,2
12/2020,Garrigues,dosis administrades,total,,2
12/2020,Garrigues,persones vacunades amb primera dosi,homes,,0
12/2020,Garrigues,persones vacunades amb primera dosi,dones,,2
12/2020,Garrigues,persones vacunades amb primera dosi,total,,2
12/2020,Garrigues,persones vacunades amb segona dosi,homes,,0
12/2020,Garrigues,persones vacunades amb segona dosi,dones,,0
12/2020,Garrigues,persones vacunades amb segona dosi,total,,0
12/2020,Garrigues,persones vacunades amb dosi addicional,homes,,0
12/2020,Garrigues,persones vacunades amb dosi addicional,dones,,0
12/2020,Garrigues,persones vacunades amb dosi addicional,total,,0
12/2020,Garrigues,dosis administrades per cada 100 persones,homes,,0.0
12/2020,Garrigues,dosis administrades per cada 100 persones,dones,,0.0
12/2020,Garrigues,dosis administrades per cada 100 persones,total,,0.0
12/2020,Garrigues,població vacunada amb primera dosi (%),homes,,0.0
12/2020,Garrigues,població vacunada amb primera dosi (%),dones,,0.0
12/2020,Garrigues,població vacunada amb primera dosi (%),total,,0.0
12/2020,Garrigues,població vacunada amb segona dosi (%),homes,,0.0
12/2020,Garrigues,població vacunada amb segona dosi (%),dones,,0.0
12/2020,Garrigues,població vacunada amb segona dosi (%),total,,0.0
12/2020,Garrigues,població vacunada amb dosi addicional (%),homes,,0.0
12/2020,Garrigues,població vacunada amb dosi addicional (%),dones,,0.0
12/2020,Garrigues,població vacunada amb dosi addicional (%),total,,0.0
12/2020,Garrotxa,dosis administrades,homes,,4
12/2020,Garrotxa,dosis administrades,dones,,41
12/2020,Garrotxa,dosis administrades,total,,45
12/2020,Garrotxa,persones vacunades amb primera dosi,homes,,4
12/2020,Garrotxa,persones vacunades amb primera dosi,dones,,41
12/2020,Garrotxa,persones vacunades amb primera dosi,total,,45
12/2020,Garrotxa,persones vacunades amb segona dosi,homes,,0
12/2020,Garrotxa,persones vacunades amb segona dosi,dones,,0
12/2020,Garrotxa,persones vacunades amb segona dosi,total,,0
12/2020,Garrotxa,persones vacunades amb dosi addicional,homes,,0
12/2020,Garrotxa,persones vacunades amb dosi addicional,dones,,0
12/2020,Garrotxa,persones vacunades amb dosi addicional,total,,0
12/2020,Garrotxa,dosis administrades per cada 100 persones,homes,,0.0
12/2020,Garrotxa,dosis administrades per cada 100 persones,dones,,0.1
12/2020,Garrotxa,dosis administrades per cada 100 persones,total,,0.1
12/2020,Garrotxa,població vacunada amb primera dosi (%),homes,,0.0
12/2020,Garrotxa,població vacunada amb primera dosi (%),dones,,0.1
12/2020,Garrotxa,població vacunada amb primera dosi (%),total,,0.1
12/2020,Garrotxa,població vacunada amb segona dosi (%),homes,,0.0
12/2020,Garrotxa,població vacunada amb segona dosi (%),dones,,0.0
12/2020,Garrotxa,població vacunada amb segona dosi (%),total,,0.0
12/2020,Garrotxa,població vacunada amb dosi addicional (%),homes,,0.0
12/2020,Garrotxa,població vacunada amb dosi addicional (%),dones,,0.0
12/2020,Garrotxa,població vacunada amb dosi addicional (%),total,,0.0
12/2020,Gironès,dosis administrades,homes,,8
12/2020,Gironès,dosis administrades,dones,,64
12/2020,Gironès,dosis administrades,total,,72
12/2020,Gironès,persones vacunades amb primera dosi,homes,,8
12/2020,Gironès,persones vacunades amb primera dosi,dones,,64
12/2020,Gironès,persones vacunades amb primera dosi,total,,72
12/2020,Gironès,persones vacunades amb segona dosi,homes,,0
12/2020,Gironès,persones vacunades amb segona dosi,dones,,0
12/2020,Gironès,persones vacunades amb segona dosi,total,,0
12/2020,Gironès,persones vacunades amb dosi addicional,homes,,0
12/2020,Gironès,persones vacunades amb dosi addicional,dones,,0
12/2020,Gironès,persones vacunades amb dosi addicional,total,,0
12/2020,Gironès,dosis administrades per cada 100 persones,homes,,0.0
12/2020,Gironès,dosis administrades per cada 100 persones,dones,,0.1
12/2020,Gironès,dosis administrades per cada 100 persones,total,,0.0
12/2020,Gironès,població vacunada amb primera dosi (%),homes,,0.0
12/2020,Gironès,població vacunada amb primera dosi (%),dones,,0.1
12/2020,Gironès,població vacunada amb primera dosi (%),total,,0.0
12/2020,Gironès,població vacunada amb segona dosi (%),homes,,0.0
12/2020,Gironès,població vacunada amb segona dosi (%),dones,,0.0
12/2020,Gironès,població vacunada amb segona dosi (%),total,,0.0
12/2020,Gironès,població vacunada amb dosi addicional (%),homes,,0.0
12/2020,Gironès,població vacunada amb dosi addicional (%),dones,,0.0
12/2020,Gironès,població vacunada amb dosi addicional (%),total,,0.0
12/2020,Maresme,dosis administrades,homes,,20
12/2020,Maresme,dosis administrades,dones,,54
12/2020,Maresme,dosis administrades,total,,74
12/2020,Maresme,persones vacunades amb primera dosi,homes,,20
12/2020,Maresme,persones vacunades amb primera dosi,dones,,54
12/2020,Maresme,persones vacunades amb primera dosi,total,,74
12/2020,Maresme,persones vacunades amb segona dosi,homes,,0
12/2020,Maresme,persones vacunades amb segona dosi,dones,,0
12/2020,Maresme,persones vacunades amb segona dosi,total,,0
12/2020,Maresme,persones vacunades amb dosi addicional,homes,,0
12/2020,Maresme,persones vacunades amb dosi addicional,dones,,0
12/2020,Maresme,persones vacunades amb dosi addicional,total,,0
12/2020,Maresme,dosis administrades per cada 100 persones,homes,,0.0
12/2020,Maresme,dosis administrades per cada 100 persones,dones,,0.0
12/2020,Maresme,dosis administrades per cada 100 persones,total,,0.0
12/2020,Maresme,població vacunada amb primera dosi (%),homes,,0.0
12/2020,Maresme,població vacunada amb primera dosi (%),dones,,0.0
12/2020,Maresme,població vacunada amb primera dosi (%),total,,0.0
12/2020,Maresme,població vacunada amb segona dosi (%),homes,,0.0
12/2020,Maresme,població vacunada amb segona dosi (%),dones,,0.0
12/2020,Maresme,població vacunada amb segona dosi (%),total,,0.0
12/2020,Maresme,població vacunada amb dosi addicional (%),homes,,0.0
12/2020,Maresme,població vacunada amb dosi addicional (%),dones,,0.0
12/2020,Maresme,població vacunada amb dosi addicional (%),total,,0.0
12/2020,Moianès,dosis administrades,homes,,0
12/2020,Moianès,dosis administrades,dones,,1
12/2020,Moianès,dosis administrades,total,,1
12/2020,Moianès,persones vacunades amb primera dosi,homes,,0
12/2020,Moianès,persones vacunades amb primera dosi,dones,,1
12/2020,Moianès,persones vacunades amb primera dosi,total,,1
12/2020,Moianès,persones vacunades amb segona dosi,homes,,0
12/2020,Moianès,persones vacunades amb segona dosi,dones,,0
12/2020,Moianès,persones vacunades amb segona dosi,total,,0
12/2020,Moianès,persones vacunades amb dosi addicional,homes,,0
12/2020,Moianès,persones vacunades amb dosi addicional,dones,,0
12/2020,Moianès,persones vacunades amb dosi addicional,total,,0
12/2020,Moianès,dosis administrades per cada 100 persones,homes,,0.0
12/2020,Moianès,dosis administrades per cada 100 persones,dones,,0.0
12/2020,Moianès,dosis administrades per cada 100 persones,total,,0.0
12/2020,Moianès,població vacunada amb primera dosi (%),homes,,0.0
12/2020,Moianès,població vacunada amb primera dosi (%),dones,,0.0
12/2020,Moianès,població vacunada amb primera dosi (%),total,,0.0
12/2020,Moianès,població vacunada amb segona dosi (%),homes,,0.0
12/2020,Moianès,població vacunada amb segona dosi (%),dones,,0.0
12/2020,Moianès,població vacunada amb segona dosi (%),total,,0.0
12/2020,Moianès,població vacunada amb dosi addicional (%),homes,,0.0
12/2020,Moianès,població vacunada amb dosi addicional (%),dones,,0.0
12/2020,Moianès,població vacunada amb dosi addicional (%),total,,0.0
12/2020,Montsià,dosis administrades,homes,,2
12/2020,Montsià,dosis administrades,dones,,6
12/2020,Montsià,dosis administrades,total,,8
12/2020,Montsià,persones vacunades amb primera dosi,homes,,2
12/2020,Montsià,persones vacunades amb primera dosi,dones,,6
12/2020,Montsià,persones vacunades amb primera dosi,total,,8
12/2020,Montsià,persones vacunades amb segona dosi,homes,,0
12/2020,Montsià,persones vacunades amb segona dosi,dones,,0
12/2020,Montsià,persones vacunades amb segona dosi,total,,0
12/2020,Montsià,persones vacunades amb dosi addicional,homes,,0
12/2020,Montsià,persones vacunades amb dosi addicional,dones,,0
12/2020,Montsià,persones vacunades amb dosi addicional,total,,0
12/2020,Montsià,dosis administrades per cada 100 persones,homes,,0.0
12/2020,Montsià,dosis administrades per cada 100 persones,dones,,0.0
12/2020,Montsià,dosis administrades per cada 100 persones,total,,0.0
12/2020,Montsià,població vacunada amb primera dosi (%),homes,,0.0
12/2020,Montsià,població vacunada amb primera dosi (%),dones,,0.0
12/2020,Montsià,població vacunada amb primera dosi (%),total,,0.0
12/2020,Montsià,població vacunada amb segona dosi (%),homes,,0.0
12/2020,Montsià,població vacunada amb segona dosi (%),dones,,0.0
12/2020,Montsià,població vacunada amb segona dosi (%),total,,0.0
12/2020,Montsià,població vacunada amb dosi addicional (%),homes,,0.0
12/2020,Montsià,població vacunada amb dosi addicional (%),dones,,0.0
12/2020,Montsià,població vacunada amb dosi addicional (%),total,,0.0
12/2020,Noguera,dosis administrades,homes,,2
12/2020,Noguera,dosis administrades,dones,,4
12/2020,Noguera,dosis administrades,total,,6
12/2020,Noguera,persones vacunades amb primera dosi,homes,,2
12/2020,Noguera,persones vacunades amb primera dosi,dones,,4
12/2020,Noguera,persones vacunades amb primera dosi,total,,6
12/2020,Noguera,persones vacunades amb segona dosi,homes,,0
12/2020,Noguera,persones vacunades amb segona dosi,dones,,0
12/2020,Noguera,persones vacunades amb segona dosi,total,,0
12/2020,Noguera,persones vacunades amb dosi addicional,homes,,0
12/2020,Noguera,persones vacunades amb dosi addicional,dones,,0
12/2020,Noguera,persones vacunades amb dosi addicional,total,,0
12/2020,Noguera,dosis administrades per cada 100 persones,homes,,0.0
12/2020,Noguera,dosis administrades per cada 100 persones,dones,,0.0
12/2020,Noguera,dosis administrades per cada 100 persones,total,,0.0
12/2020,Noguera,població vacunada amb primera dosi (%),homes,,0.0
12/2020,Noguera,població vacunada amb primera dosi (%),dones,,0.0
12/2020,Noguera,població vacunada amb primera dosi (%),total,,0.0
12/2020,Noguera,població vacunada amb segona dosi (%),homes,,0.0
12/2020,Noguera,població vacunada amb segona dosi (%),dones,,0.0
12/2020,Noguera,població vacunada amb segona dosi (%),total,,0.0
12/2020,Noguera,població vacunada amb dosi addicional (%),homes,,0.0
12/2020,Noguera,població vacunada amb dosi addicional (%),dones,,0.0
12/2020,Noguera,població vacunada amb dosi addicional (%),total,,0.0
12/2020,Osona,dosis administrades,homes,,21
12/2020,Osona,dosis administrades,dones,,63
12/2020,Osona,dosis administrades,total,,84
12/2020,Osona,persones vacunades amb primera dosi,homes,,21
12/2020,Osona,persones vacunades amb primera dosi,dones,,63
12/2020,Osona,persones vacunades amb primera dosi,total,,84
12/2020,Osona,persones vacunades amb segona dosi,homes,,0
12/2020,Osona,persones vacunades amb segona dosi,dones,,0
12/2020,Osona,persones vacunades amb segona dosi,total,,0
12/2020,Osona,persones vacunades amb dosi addicional,homes,,0
12/2020,Osona,persones vacunades amb dosi addicional,dones,,0
12/2020,Osona,persones vacunades amb dosi addicional,total,,0
12/2020,Osona,dosis administrades per cada 100 persones,homes,,0.0
12/2020,Osona,dosis administrades per cada 100 persones,dones,,0.1
12/2020,Osona,dosis administrades per cada 100 persones,total,,0.1
12/2020,Osona,població vacunada amb primera dosi (%),homes,,0.0
12/2020,Osona,població vacunada amb primera dosi (%),dones,,0.1
12/2020,Osona,població vacunada amb primera dosi (%),total,,0.1
12/2020,Osona,població vacunada amb segona dosi (%),homes,,0.0
12/2020,Osona,població vacunada amb segona dosi (%),dones,,0.0
12/2020,Osona,població vacunada amb segona dosi (%),total,,0.0
12/2020,Osona,població vacunada amb dosi addicional (%),homes,,0.0
12/2020,Osona,població vacunada amb dosi addicional (%),dones,,0.0
12/2020,Osona,població vacunada amb dosi addicional (%),total,,0.0
12/2020,Pallars Jussà,dosis administrades,homes,,20
12/2020,Pallars Jussà,dosis administrades,dones,,66
12/2020,Pallars Jussà,dosis administrades,total,,86
12/2020,Pallars Jussà,persones vacunades amb primera dosi,homes,,20
12/2020,Pallars Jussà,persones vacunades amb primera dosi,dones,,66
12/2020,Pallars Jussà,persones vacunades amb primera dosi,total,,86
12/2020,Pallars Jussà,persones vacunades amb segona dosi,homes,,0
12/2020,Pallars Jussà,persones vacunades amb segona dosi,dones,,0
12/2020,Pallars Jussà,persones vacunades amb segona dosi,total,,0
12/2020,Pallars Jussà,persones vacunades amb dosi addicional,homes,,0
12/2020,Pallars Jussà,persones vacunades amb dosi addicional,dones,,0
12/2020,Pallars Jussà,persones vacunades amb dosi addicional,total,,0
12/2020,Pallars Jussà,dosis administrades per cada 100 persones,homes,,0.3
12/2020,Pallars Jussà,dosis administrades per cada 100 persones,dones,,1.0
12/2020,Pallars Jussà,dosis administrades per cada 100 persones,total,,0.7
12/2020,Pallars Jussà,població vacunada amb primera dosi (%),homes,,0.3
12/2020,Pallars Jussà,població vacunada amb primera dosi (%),dones,,1.0
12/2020,Pallars Jussà,població vacunada amb primera dosi (%),total,,0.7
12/2020,Pallars Jussà,població vacunada amb segona dosi (%),homes,,0.0
12/2020,Pallars Jussà,població vacunada amb segona dosi (%),dones,,0.0
12/2020,Pallars Jussà,població vacunada amb segona dosi (%),total,,0.0
12/2020,Pallars Jussà,població vacunada amb dosi addicional (%),homes,,0.0
12/2020,Pallars Jussà,població vacunada amb dosi addicional (%),dones,,0.0
12/2020,Pallars Jussà,població vacunada amb dosi addicional (%),total,,0.0
12/2020,Pallars Sobirà,dosis administrades,homes,,1
12/2020,Pallars Sobirà,dosis administrades,dones,,3
12/2020,Pallars Sobirà,dosis administrades,total,,4
12/2020,Pallars Sobirà,persones vacunades amb primera dosi,homes,,1
12/2020,Pallars Sobirà,persones vacunades amb primera dosi,dones,,3
12/2020,Pallars Sobirà,persones vacunades amb primera dosi,total,,4
12/2020,Pallars Sobirà,persones vacunades amb segona dosi,homes,,0
12/2020,Pallars Sobirà,persones vacunades amb segona dosi,dones,,0
12/2020,Pallars Sobirà,persones vacunades amb segona dosi,total,,0
12/2020,Pallars Sobirà,persones vacunades amb dosi addicional,homes,,0
12/2020,Pallars Sobirà,persones vacunades amb dosi addicional,dones,,0
12/2020,Pallars Sobirà,persones vacunades amb dosi addicional,total,,0
12/2020,Pallars Sobirà,dosis administrades per cada 100 persones,homes,,0.0
12/2020,Pallars Sobirà,dosis administrades per cada 100 persones,dones,,0.1
12/2020,Pallars Sobirà,dosis administrades per cada 100 persones,total,,0.1
12/2020,Pallars Sobirà,població vacunada amb primera dosi (%),homes,,0.0
12/2020,Pallars Sobirà,població vacunada amb primera dosi (%),dones,,0.1
12/2020,Pallars Sobirà,població vacunada amb primera dosi (%),total,,0.1
12/2020,Pallars Sobirà,població vacunada amb segona dosi (%),homes,,0.0
12/2020,Pallars Sobirà,població vacunada amb segona dosi (%),dones,,0.0
12/2020,Pallars Sobirà,població vacunada amb segona dosi (%),total,,0.0
12/2020,Pallars Sobirà,població vacunada amb dosi addicional (%),homes,,0.0
12/2020,Pallars Sobirà,població vacunada amb dosi addicional (%),dones,,0.0
12/2020,Pallars Sobirà,població vacunada amb dosi addicional (%),total,,0.0
12/2020,Pla d'Urgell,dosis administrades,homes,,0
12/2020,Pla d'Urgell,dosis administrades,dones,,4
12/2020,Pla d'Urgell,dosis administrades,total,,4
12/2020,Pla d'Urgell,persones vacunades amb primera dosi,homes,,0
12/2020,Pla d'Urgell,persones vacunades amb primera dosi,dones,,4
