trimestre,Catalunya,sexe,edat,concepte,estat,valor
T4/2020,Catalunya,total,de 35 a 39 anys,persones vacunades amb dosi addicional,,0
T4/2020,Catalunya,total,de 35 a 39 anys,dosis administrades per cada 100 persones,,0.0
T4/2020,Catalunya,total,de 35 a 39 anys,població vacunada amb primera dosi (%),,0.0
T4/2020,Catalunya,total,de 35 a 39 anys,població vacunada amb segona dosi (%),,0.0
T4/2020,Catalunya,total,de 35 a 39 anys,població vacunada amb dosi addicional (%),,0.0
T4/2020,Catalunya,total,de 40 a 44 anys,dosis administrades,,305
T4/2020,Catalunya,total,de 40 a 44 anys,persones vacunades amb primera dosi,,305
T4/2020,Catalunya,total,de 40 a 44 anys,persones vacunades amb segona dosi,,0
T4/2020,Catalunya,total,de 40 a 44 anys,persones vacunades amb dosi addicional,,0
T4/2020,Catalunya,total,de 40 a 44 anys,dosis administrades per cada 100 persones,,0.0
T4/2020,Catalunya,total,de 40 a 44 anys,població vacunada amb primera dosi (%),,0.0
T4/2020,Catalunya,total,de 40 a 44 anys,població vacunada amb segona dosi (%),,0.0
T4/2020,Catalunya,total,de 40 a 44 anys,població vacunada amb dosi addicional (%),,0.0
T4/2020,Catalunya,total,de 45 a 49 anys,dosis administrades,,293
T4/2020,Catalunya,total,de 45 a 49 anys,persones vacunades amb primera dosi,,293
T4/2020,Catalunya,total,de 45 a 49 anys,persones vacunades amb segona dosi,,0
T4/2020,Catalunya,total,de 45 a 49 anys,persones vacunades amb dosi addicional,,0
T4/2020,Catalunya,total,de 45 a 49 anys,dosis administrades per cada 100 persones,,0.0
T4/2020,Catalunya,total,de 45 a 49 anys,població vacunada amb primera dosi (%),,0.0
T4/2020,Catalunya,total,de 45 a 49 anys,població vacunada amb segona dosi (%),,0.0
T4/2020,Catalunya,total,de 45 a 49 anys,població vacunada amb dosi addicional (%),,0.0
T4/2020,Catalunya,total,de 50 a 54 anys,dosis administrades,,334
T4/2020,Catalunya,total,de 50 a 54 anys,persones vacunades amb primera dosi,,334
T4/2020,Catalunya,total,de 50 a 54 anys,persones vacunades amb segona dosi,,0
T4/2020,Catalunya,total,de 50 a 54 anys,persones vacunades amb dosi addicional,,0
T4/2020,Catalunya,total,de 50 a 54 anys,dosis administrades per cada 100 persones,,0.1
T4/2020,Catalunya,total,de 50 a 54 anys,població vacunada amb primera dosi (%),,0.1
T4/2020,Catalunya,total,de 50 a 54 anys,població vacunada amb segona dosi (%),,0.0
T4/2020,Catalunya,total,de 50 a 54 anys,població vacunada amb dosi addicional (%),,0.0
T4/2020,Catalunya,total,de 55 a 59 anys,dosis administrades,,332
T4/2020,Catalunya,total,de 55 a 59 anys,persones vacunades amb primera dosi,,332
T4/2020,Catalunya,total,de 55 a 59 anys,persones vacunades amb segona dosi,,0
T4/2020,Catalunya,total,de 55 a 59 anys,persones vacunades amb dosi addicional,,0
T4/2020,Catalunya,total,de 55 a 59 anys,dosis administrades per cada 100 persones,,0.1
T4/2020,Catalunya,total,de 55 a 59 anys,població vacunada amb primera dosi (%),,0.1
T4/2020,Catalunya,total,de 55 a 59 anys,població vacunada amb segona dosi (%),,0.0
T4/2020,Catalunya,total,de 55 a 59 anys,població vacunada amb dosi addicional (%),,0.0
T4/2020,Catalunya,total,de 60 a 64 anys,dosis administrades,,253
T4/2020,Catalunya,total,de 60 a 64 anys,persones vacunades amb primera dosi,,253
T4/2020,Catalunya,total,de 60 a 64 anys,persones vacunades amb segona dosi,,0
T4/2020,Catalunya,total,de 60 a 64 anys,persones vacunades amb dosi addicional,,0
T4/2020,Catalunya,total,de 60 a 64 anys,dosis administrades per cada 100 persones,,0.1
T4/2020,Catalunya,total,de 60 a 64 anys,població vacunada amb primera dosi (%),,0.1
T4/2020,Catalunya,total,de 60 a 64 anys,població vacunada amb segona dosi (%),,0.0
T4/2020,Catalunya,total,de 60 a 64 anys,població vacunada amb dosi addicional (%),,0.0
T4/2020,Catalunya,total,de 65 a 69 anys,dosis administrades,,145
T4/2020,Catalunya,total,de 65 a 69 anys,persones vacunades amb primera dosi,,145
T4/2020,Catalunya,total,de 65 a 69 anys,persones vacunades amb segona dosi,,0
T4/2020,Catalunya,total,de 65 a 69 anys,persones vacunades amb dosi addicional,,0
T4/2020,Catalunya,total,de 65 a 69 anys,dosis administrades per cada 100 persones,,0.0
T4/2020,Catalunya,total,de 65 a 69 anys,població vacunada amb primera dosi (%),,0.0
T4/2020,Catalunya,total,de 65 a 69 anys,població vacunada amb segona dosi (%),,0.0
T4/2020,Catalunya,total,de 65 a 69 anys,població vacunada amb dosi addicional (%),,0.0
T4/2020,Catalunya,total,de 70 a 74 anys,dosis administrades,,228
T4/2020,Catalunya,total,de 70 a 74 anys,persones vacunades amb primera dosi,,228
T4/2020,Catalunya,total,de 70 a 74 anys,persones vacunades amb segona dosi,,0
T4/2020,Catalunya,total,de 70 a 74 anys,persones vacunades amb dosi addicional,,0
T4/2020,Catalunya,total,de 70 a 74 anys,dosis administrades per cada 100 persones,,0.1
T4/2020,Catalunya,total,de 70 a 74 anys,població vacunada amb primera dosi (%),,0.1
T4/2020,Catalunya,total,de 70 a 74 anys,població vacunada amb segona dosi (%),,0.0
T4/2020,Catalunya,total,de 70 a 74 anys,població vacunada amb dosi addicional (%),,0.0
T4/2020,Catalunya,total,de 75 a 79 anys,dosis administrades,,390
T4/2020,Catalunya,total,de 75 a 79 anys,persones vacunades amb primera dosi,,390
T4/2020,Catalunya,total,de 75 a 79 anys,persones vacunades amb segona dosi,,0
T4/2020,Catalunya,total,de 75 a 79 anys,persones vacunades amb dosi addicional,,0
T4/2020,Catalunya,total,de 75 a 79 anys,dosis administrades per cada 100 persones,,0.1
T4/2020,Catalunya,total,de 75 a 79 anys,població vacunada amb primera dosi (%),,0.1
T4/2020,Catalunya,total,de 75 a 79 anys,població vacunada amb segona dosi (%),,0.0
T4/2020,Catalunya,total,de 75 a 79 anys,població vacunada amb dosi addicional (%),,0.0
T4/2020,Catalunya,total,80 anys o més,dosis administrades,,3474
T4/2020,Catalunya,total,80 anys o més,persones vacunades amb primera dosi,,3474
T4/2020,Catalunya,total,80 anys o més,persones vacunades amb segona dosi,,0
T4/2020,Catalunya,total,80 anys o més,persones vacunades amb dosi addicional,,0
T4/2020,Catalunya,total,80 anys o més,dosis administrades per cada 100 persones,,0.8
T4/2020,Catalunya,total,80 anys o més,població vacunada amb primera dosi (%),,0.8
T4/2020,Catalunya,total,80 anys o més,població vacunada amb segona dosi (%),,0.0
T4/2020,Catalunya,total,80 anys o més,població vacunada amb dosi addicional (%),,0.0
T4/2020,Catalunya,total,total,dosis administrades,,6452
T4/2020,Catalunya,total,total,persones vacunades amb primera dosi,,6452
T4/2020,Catalunya,total,total,persones vacunades amb segona dosi,,0
T4/2020,Catalunya,total,total,persones vacunades amb dosi addicional,,0
T4/2020,Catalunya,total,total,dosis administrades per cada 100 persones,,0.1
T4/2020,Catalunya,total,total,població vacunada amb primera dosi (%),,0.1
T4/2020,Catalunya,total,total,població vacunada amb segona dosi (%),,0.0
T4/2020,Catalunya,total,total,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 0 a 11 anys,dosis administrades,..,null
T1/2021,Catalunya,homes,de 0 a 11 anys,persones vacunades amb primera dosi,..,null
T1/2021,Catalunya,homes,de 0 a 11 anys,persones vacunades amb segona dosi,..,null
T1/2021,Catalunya,homes,de 0 a 11 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 0 a 11 anys,dosis administrades per cada 100 persones,..,null
T1/2021,Catalunya,homes,de 0 a 11 anys,població vacunada amb primera dosi (%),..,null
T1/2021,Catalunya,homes,de 0 a 11 anys,població vacunada amb segona dosi (%),..,null
T1/2021,Catalunya,homes,de 0 a 11 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 12 a 14 anys,dosis administrades,..,null
T1/2021,Catalunya,homes,de 12 a 14 anys,persones vacunades amb primera dosi,..,null
T1/2021,Catalunya,homes,de 12 a 14 anys,persones vacunades amb segona dosi,..,null
T1/2021,Catalunya,homes,de 12 a 14 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 12 a 14 anys,dosis administrades per cada 100 persones,..,null
T1/2021,Catalunya,homes,de 12 a 14 anys,població vacunada amb primera dosi (%),..,null
T1/2021,Catalunya,homes,de 12 a 14 anys,població vacunada amb segona dosi (%),..,null
T1/2021,Catalunya,homes,de 12 a 14 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 15 a 19 anys,dosis administrades,,2853
T1/2021,Catalunya,homes,de 15 a 19 anys,persones vacunades amb primera dosi,,1949
T1/2021,Catalunya,homes,de 15 a 19 anys,persones vacunades amb segona dosi,,904
T1/2021,Catalunya,homes,de 15 a 19 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 15 a 19 anys,dosis administrades per cada 100 persones,,1.4
T1/2021,Catalunya,homes,de 15 a 19 anys,població vacunada amb primera dosi (%),,0.9
T1/2021,Catalunya,homes,de 15 a 19 anys,població vacunada amb segona dosi (%),,0.4
T1/2021,Catalunya,homes,de 15 a 19 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 20 a 24 anys,dosis administrades,,13758
T1/2021,Catalunya,homes,de 20 a 24 anys,persones vacunades amb primera dosi,,9334
T1/2021,Catalunya,homes,de 20 a 24 anys,persones vacunades amb segona dosi,,4424
T1/2021,Catalunya,homes,de 20 a 24 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 20 a 24 anys,dosis administrades per cada 100 persones,,6.7
T1/2021,Catalunya,homes,de 20 a 24 anys,població vacunada amb primera dosi (%),,4.6
T1/2021,Catalunya,homes,de 20 a 24 anys,població vacunada amb segona dosi (%),,2.2
T1/2021,Catalunya,homes,de 20 a 24 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 25 a 29 anys,dosis administrades,,19286
T1/2021,Catalunya,homes,de 25 a 29 anys,persones vacunades amb primera dosi,,13052
T1/2021,Catalunya,homes,de 25 a 29 anys,persones vacunades amb segona dosi,,6234
T1/2021,Catalunya,homes,de 25 a 29 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 25 a 29 anys,dosis administrades per cada 100 persones,,8.7
T1/2021,Catalunya,homes,de 25 a 29 anys,població vacunada amb primera dosi (%),,5.9
T1/2021,Catalunya,homes,de 25 a 29 anys,població vacunada amb segona dosi (%),,2.8
T1/2021,Catalunya,homes,de 25 a 29 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 30 a 34 anys,dosis administrades,,20742
T1/2021,Catalunya,homes,de 30 a 34 anys,persones vacunades amb primera dosi,,14510
T1/2021,Catalunya,homes,de 30 a 34 anys,persones vacunades amb segona dosi,,6232
T1/2021,Catalunya,homes,de 30 a 34 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 30 a 34 anys,dosis administrades per cada 100 persones,,9.0
T1/2021,Catalunya,homes,de 30 a 34 anys,població vacunada amb primera dosi (%),,6.3
T1/2021,Catalunya,homes,de 30 a 34 anys,població vacunada amb segona dosi (%),,2.7
T1/2021,Catalunya,homes,de 30 a 34 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 35 a 39 anys,dosis administrades,,24076
T1/2021,Catalunya,homes,de 35 a 39 anys,persones vacunades amb primera dosi,,17432
T1/2021,Catalunya,homes,de 35 a 39 anys,persones vacunades amb segona dosi,,6644
T1/2021,Catalunya,homes,de 35 a 39 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 35 a 39 anys,dosis administrades per cada 100 persones,,8.9
T1/2021,Catalunya,homes,de 35 a 39 anys,població vacunada amb primera dosi (%),,6.4
T1/2021,Catalunya,homes,de 35 a 39 anys,població vacunada amb segona dosi (%),,2.5
T1/2021,Catalunya,homes,de 35 a 39 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 40 a 44 anys,dosis administrades,,31347
T1/2021,Catalunya,homes,de 40 a 44 anys,persones vacunades amb primera dosi,,23181
T1/2021,Catalunya,homes,de 40 a 44 anys,persones vacunades amb segona dosi,,8166
T1/2021,Catalunya,homes,de 40 a 44 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 40 a 44 anys,dosis administrades per cada 100 persones,,9.4
T1/2021,Catalunya,homes,de 40 a 44 anys,població vacunada amb primera dosi (%),,6.9
T1/2021,Catalunya,homes,de 40 a 44 anys,població vacunada amb segona dosi (%),,2.4
T1/2021,Catalunya,homes,de 40 a 44 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 45 a 49 anys,dosis administrades,,31858
T1/2021,Catalunya,homes,de 45 a 49 anys,persones vacunades amb primera dosi,,23371
T1/2021,Catalunya,homes,de 45 a 49 anys,persones vacunades amb segona dosi,,8487
T1/2021,Catalunya,homes,de 45 a 49 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 45 a 49 anys,dosis administrades per cada 100 persones,,9.8
T1/2021,Catalunya,homes,de 45 a 49 anys,població vacunada amb primera dosi (%),,7.2
T1/2021,Catalunya,homes,de 45 a 49 anys,població vacunada amb segona dosi (%),,2.6
T1/2021,Catalunya,homes,de 45 a 49 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 50 a 54 anys,dosis administrades,,30401
T1/2021,Catalunya,homes,de 50 a 54 anys,persones vacunades amb primera dosi,,21541
T1/2021,Catalunya,homes,de 50 a 54 anys,persones vacunades amb segona dosi,,8860
T1/2021,Catalunya,homes,de 50 a 54 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 50 a 54 anys,dosis administrades per cada 100 persones,,10.6
T1/2021,Catalunya,homes,de 50 a 54 anys,població vacunada amb primera dosi (%),,7.5
T1/2021,Catalunya,homes,de 50 a 54 anys,població vacunada amb segona dosi (%),,3.1
T1/2021,Catalunya,homes,de 50 a 54 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 55 a 59 anys,dosis administrades,,25989
T1/2021,Catalunya,homes,de 55 a 59 anys,persones vacunades amb primera dosi,,15943
T1/2021,Catalunya,homes,de 55 a 59 anys,persones vacunades amb segona dosi,,10046
T1/2021,Catalunya,homes,de 55 a 59 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 55 a 59 anys,dosis administrades per cada 100 persones,,10.4
T1/2021,Catalunya,homes,de 55 a 59 anys,població vacunada amb primera dosi (%),,6.4
T1/2021,Catalunya,homes,de 55 a 59 anys,població vacunada amb segona dosi (%),,4.0
T1/2021,Catalunya,homes,de 55 a 59 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 60 a 64 anys,dosis administrades,,78755
T1/2021,Catalunya,homes,de 60 a 64 anys,persones vacunades amb primera dosi,,68666
T1/2021,Catalunya,homes,de 60 a 64 anys,persones vacunades amb segona dosi,,10089
T1/2021,Catalunya,homes,de 60 a 64 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 60 a 64 anys,dosis administrades per cada 100 persones,,36.6
T1/2021,Catalunya,homes,de 60 a 64 anys,població vacunada amb primera dosi (%),,31.9
T1/2021,Catalunya,homes,de 60 a 64 anys,població vacunada amb segona dosi (%),,4.7
T1/2021,Catalunya,homes,de 60 a 64 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 65 a 69 anys,dosis administrades,,28646
T1/2021,Catalunya,homes,de 65 a 69 anys,persones vacunades amb primera dosi,,22456
T1/2021,Catalunya,homes,de 65 a 69 anys,persones vacunades amb segona dosi,,6190
T1/2021,Catalunya,homes,de 65 a 69 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 65 a 69 anys,dosis administrades per cada 100 persones,,15.9
T1/2021,Catalunya,homes,de 65 a 69 anys,població vacunada amb primera dosi (%),,12.5
T1/2021,Catalunya,homes,de 65 a 69 anys,població vacunada amb segona dosi (%),,3.4
T1/2021,Catalunya,homes,de 65 a 69 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 70 a 74 anys,dosis administrades,,13534
T1/2021,Catalunya,homes,de 70 a 74 anys,persones vacunades amb primera dosi,,8103
T1/2021,Catalunya,homes,de 70 a 74 anys,persones vacunades amb segona dosi,,5431
T1/2021,Catalunya,homes,de 70 a 74 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 70 a 74 anys,dosis administrades per cada 100 persones,,8.3
T1/2021,Catalunya,homes,de 70 a 74 anys,població vacunada amb primera dosi (%),,5.0
T1/2021,Catalunya,homes,de 70 a 74 anys,població vacunada amb segona dosi (%),,3.3
T1/2021,Catalunya,homes,de 70 a 74 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,de 75 a 79 anys,dosis administrades,,15416
T1/2021,Catalunya,homes,de 75 a 79 anys,persones vacunades amb primera dosi,,9406
T1/2021,Catalunya,homes,de 75 a 79 anys,persones vacunades amb segona dosi,,6010
T1/2021,Catalunya,homes,de 75 a 79 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,de 75 a 79 anys,dosis administrades per cada 100 persones,,12.5
T1/2021,Catalunya,homes,de 75 a 79 anys,població vacunada amb primera dosi (%),,7.7
T1/2021,Catalunya,homes,de 75 a 79 anys,població vacunada amb segona dosi (%),,4.9
T1/2021,Catalunya,homes,de 75 a 79 anys,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,80 anys o més,dosis administrades,,153783
T1/2021,Catalunya,homes,80 anys o més,persones vacunades amb primera dosi,,102784
T1/2021,Catalunya,homes,80 anys o més,persones vacunades amb segona dosi,,50999
T1/2021,Catalunya,homes,80 anys o més,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,80 anys o més,dosis administrades per cada 100 persones,,94.0
T1/2021,Catalunya,homes,80 anys o més,població vacunada amb primera dosi (%),,62.8
T1/2021,Catalunya,homes,80 anys o més,població vacunada amb segona dosi (%),,31.2
T1/2021,Catalunya,homes,80 anys o més,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,homes,total,dosis administrades,,490451
T1/2021,Catalunya,homes,total,persones vacunades amb primera dosi,,351733
T1/2021,Catalunya,homes,total,persones vacunades amb segona dosi,,138718
T1/2021,Catalunya,homes,total,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,homes,total,dosis administrades per cada 100 persones,,12.9
T1/2021,Catalunya,homes,total,població vacunada amb primera dosi (%),,9.3
T1/2021,Catalunya,homes,total,població vacunada amb segona dosi (%),,3.7
T1/2021,Catalunya,homes,total,població vacunada amb dosi addicional (%),,0.0
T1/2021,Catalunya,dones,de 0 a 11 anys,dosis administrades,..,null
T1/2021,Catalunya,dones,de 0 a 11 anys,persones vacunades amb primera dosi,..,null
T1/2021,Catalunya,dones,de 0 a 11 anys,persones vacunades amb segona dosi,..,null
T1/2021,Catalunya,dones,de 0 a 11 anys,persones vacunades amb dosi addicional,,0
T1/2021,Catalunya,dones,de 0 a 11 anys,dosis administrades per cada 100 persones,..,null
