trimestre,municipis,concepte,sexe,estat,valor
T1/2020,Banyoles,casos per cada 100 habitants,dones,,0.3
T1/2020,Banyoles,casos per cada 100 habitants,total,,0.3
T1/2020,Barbens,casos confirmats,homes,..,null
T1/2020,Barbens,casos confirmats,dones,..,null
T1/2020,Barbens,casos confirmats,total,..,null
T1/2020,Barbens,casos per cada 100 habitants,homes,..,null
T1/2020,Barbens,casos per cada 100 habitants,dones,..,null
T1/2020,Barbens,casos per cada 100 habitants,total,..,null
T1/2020,Barberà de la Conca,casos confirmats,homes,,0
T1/2020,Barberà de la Conca,casos confirmats,dones,,0
T1/2020,Barberà de la Conca,casos confirmats,total,,0
T1/2020,Barberà de la Conca,casos per cada 100 habitants,homes,,0.0
T1/2020,Barberà de la Conca,casos per cada 100 habitants,dones,,0.0
T1/2020,Barberà de la Conca,casos per cada 100 habitants,total,,0.0
T1/2020,Barberà del Vallès,casos confirmats,homes,,56
T1/2020,Barberà del Vallès,casos confirmats,dones,,64
T1/2020,Barberà del Vallès,casos confirmats,total,,120
T1/2020,Barberà del Vallès,casos per cada 100 habitants,homes,,0.3
T1/2020,Barberà del Vallès,casos per cada 100 habitants,dones,,0.4
T1/2020,Barberà del Vallès,casos per cada 100 habitants,total,,0.4
T1/2020,Barcelona,casos confirmats,homes,,3706
T1/2020,Barcelona,casos confirmats,dones,,3822
T1/2020,Barcelona,casos confirmats,total,,7528
T1/2020,Barcelona,casos per cada 100 habitants,homes,,0.5
T1/2020,Barcelona,casos per cada 100 habitants,dones,,0.4
T1/2020,Barcelona,casos per cada 100 habitants,total,,0.5
T1/2020,"Baronia de Rialb, la",casos confirmats,homes,,0
T1/2020,"Baronia de Rialb, la",casos confirmats,dones,,0
T1/2020,"Baronia de Rialb, la",casos confirmats,total,,0
T1/2020,"Baronia de Rialb, la",casos per cada 100 habitants,homes,,0.0
T1/2020,"Baronia de Rialb, la",casos per cada 100 habitants,dones,,0.0
T1/2020,"Baronia de Rialb, la",casos per cada 100 habitants,total,,0.0
T1/2020,Bàscara,casos confirmats,homes,,0
T1/2020,Bàscara,casos confirmats,dones,,0
T1/2020,Bàscara,casos confirmats,total,,0
T1/2020,Bàscara,casos per cada 100 habitants,homes,,0.0
T1/2020,Bàscara,casos per cada 100 habitants,dones,,0.0
T1/2020,Bàscara,casos per cada 100 habitants,total,,0.0
T1/2020,Bassella,casos confirmats,homes,,0
T1/2020,Bassella,casos confirmats,dones,,0
T1/2020,Bassella,casos confirmats,total,,0
T1/2020,Bassella,casos per cada 100 habitants,homes,,0.0
T1/2020,Bassella,casos per cada 100 habitants,dones,,0.0
T1/2020,Bassella,casos per cada 100 habitants,total,,0.0
T1/2020,Batea,casos confirmats,homes,..,null
T1/2020,Batea,casos confirmats,dones,..,null
T1/2020,Batea,casos confirmats,total,..,null
T1/2020,Batea,casos per cada 100 habitants,homes,..,null
T1/2020,Batea,casos per cada 100 habitants,dones,..,null
T1/2020,Batea,casos per cada 100 habitants,total,..,null
T1/2020,Begues,casos confirmats,homes,,14
T1/2020,Begues,casos confirmats,dones,,15
T1/2020,Begues,casos confirmats,total,,29
T1/2020,Begues,casos per cada 100 habitants,homes,,0.4
T1/2020,Begues,casos per cada 100 habitants,dones,,0.4
T1/2020,Begues,casos per cada 100 habitants,total,,0.4
T1/2020,Begur,casos confirmats,homes,..,null
T1/2020,Begur,casos confirmats,dones,..,null
T1/2020,Begur,casos confirmats,total,..,null
T1/2020,Begur,casos per cada 100 habitants,homes,..,null
T1/2020,Begur,casos per cada 100 habitants,dones,..,null
T1/2020,Begur,casos per cada 100 habitants,total,..,null
T1/2020,Belianes,casos confirmats,homes,,0
T1/2020,Belianes,casos confirmats,dones,,0
T1/2020,Belianes,casos confirmats,total,,0
T1/2020,Belianes,casos per cada 100 habitants,homes,,0.0
T1/2020,Belianes,casos per cada 100 habitants,dones,,0.0
T1/2020,Belianes,casos per cada 100 habitants,total,,0.0
T1/2020,Bellaguarda,casos confirmats,homes,..,null
T1/2020,Bellaguarda,casos confirmats,dones,..,null
T1/2020,Bellaguarda,casos confirmats,total,,7
T1/2020,Bellaguarda,casos per cada 100 habitants,homes,..,null
T1/2020,Bellaguarda,casos per cada 100 habitants,dones,..,null
T1/2020,Bellaguarda,casos per cada 100 habitants,total,,2.4
T1/2020,Bellcaire d'Empordà,casos confirmats,homes,..,null
T1/2020,Bellcaire d'Empordà,casos confirmats,dones,..,null
T1/2020,Bellcaire d'Empordà,casos confirmats,total,..,null
T1/2020,Bellcaire d'Empordà,casos per cada 100 habitants,homes,..,null
T1/2020,Bellcaire d'Empordà,casos per cada 100 habitants,dones,..,null
T1/2020,Bellcaire d'Empordà,casos per cada 100 habitants,total,..,null
T1/2020,Bellcaire d'Urgell,casos confirmats,homes,..,null
T1/2020,Bellcaire d'Urgell,casos confirmats,dones,..,null
T1/2020,Bellcaire d'Urgell,casos confirmats,total,..,null
T1/2020,Bellcaire d'Urgell,casos per cada 100 habitants,homes,..,null
T1/2020,Bellcaire d'Urgell,casos per cada 100 habitants,dones,..,null
T1/2020,Bellcaire d'Urgell,casos per cada 100 habitants,total,..,null
T1/2020,Bell-lloc d'Urgell,casos confirmats,homes,,4
T1/2020,Bell-lloc d'Urgell,casos confirmats,dones,,4
T1/2020,Bell-lloc d'Urgell,casos confirmats,total,,8
T1/2020,Bell-lloc d'Urgell,casos per cada 100 habitants,homes,,0.3
T1/2020,Bell-lloc d'Urgell,casos per cada 100 habitants,dones,,0.3
T1/2020,Bell-lloc d'Urgell,casos per cada 100 habitants,total,,0.3
T1/2020,Bellmunt del Priorat,casos confirmats,homes,..,null
T1/2020,Bellmunt del Priorat,casos confirmats,dones,..,null
T1/2020,Bellmunt del Priorat,casos confirmats,total,..,null
T1/2020,Bellmunt del Priorat,casos per cada 100 habitants,homes,..,null
T1/2020,Bellmunt del Priorat,casos per cada 100 habitants,dones,..,null
T1/2020,Bellmunt del Priorat,casos per cada 100 habitants,total,..,null
T1/2020,Bellpuig,casos confirmats,homes,..,null
T1/2020,Bellpuig,casos confirmats,dones,..,null
T1/2020,Bellpuig,casos confirmats,total,,4
T1/2020,Bellpuig,casos per cada 100 habitants,homes,..,null
T1/2020,Bellpuig,casos per cada 100 habitants,dones,..,null
T1/2020,Bellpuig,casos per cada 100 habitants,total,,0.1
T1/2020,Bellvei,casos confirmats,homes,..,null
T1/2020,Bellvei,casos confirmats,dones,..,null
T1/2020,Bellvei,casos confirmats,total,..,null
T1/2020,Bellvei,casos per cada 100 habitants,homes,..,null
T1/2020,Bellvei,casos per cada 100 habitants,dones,..,null
T1/2020,Bellvei,casos per cada 100 habitants,total,..,null
T1/2020,Bellver de Cerdanya,casos confirmats,homes,..,null
T1/2020,Bellver de Cerdanya,casos confirmats,dones,..,null
T1/2020,Bellver de Cerdanya,casos confirmats,total,..,null
T1/2020,Bellver de Cerdanya,casos per cada 100 habitants,homes,..,null
T1/2020,Bellver de Cerdanya,casos per cada 100 habitants,dones,..,null
T1/2020,Bellver de Cerdanya,casos per cada 100 habitants,total,..,null
T1/2020,Bellvís,casos confirmats,homes,..,null
T1/2020,Bellvís,casos confirmats,dones,..,null
T1/2020,Bellvís,casos confirmats,total,..,null
T1/2020,Bellvís,casos per cada 100 habitants,homes,..,null
T1/2020,Bellvís,casos per cada 100 habitants,dones,..,null
T1/2020,Bellvís,casos per cada 100 habitants,total,..,null
T1/2020,Benavent de Segrià,casos confirmats,homes,..,null
T1/2020,Benavent de Segrià,casos confirmats,dones,..,null
T1/2020,Benavent de Segrià,casos confirmats,total,,4
T1/2020,Benavent de Segrià,casos per cada 100 habitants,homes,..,null
T1/2020,Benavent de Segrià,casos per cada 100 habitants,dones,..,null
T1/2020,Benavent de Segrià,casos per cada 100 habitants,total,,0.3
T1/2020,Benifallet,casos confirmats,homes,..,null
T1/2020,Benifallet,casos confirmats,dones,..,null
T1/2020,Benifallet,casos confirmats,total,..,null
T1/2020,Benifallet,casos per cada 100 habitants,homes,..,null
T1/2020,Benifallet,casos per cada 100 habitants,dones,..,null
T1/2020,Benifallet,casos per cada 100 habitants,total,..,null
T1/2020,Benissanet,casos confirmats,homes,,0
T1/2020,Benissanet,casos confirmats,dones,,0
T1/2020,Benissanet,casos confirmats,total,,0
T1/2020,Benissanet,casos per cada 100 habitants,homes,,0.0
T1/2020,Benissanet,casos per cada 100 habitants,dones,,0.0
T1/2020,Benissanet,casos per cada 100 habitants,total,,0.0
T1/2020,Berga,casos confirmats,homes,,39
T1/2020,Berga,casos confirmats,dones,,55
T1/2020,Berga,casos confirmats,total,,94
T1/2020,Berga,casos per cada 100 habitants,homes,,0.5
T1/2020,Berga,casos per cada 100 habitants,dones,,0.7
T1/2020,Berga,casos per cada 100 habitants,total,,0.6
T1/2020,Besalú,casos confirmats,homes,..,null
T1/2020,Besalú,casos confirmats,dones,..,null
T1/2020,Besalú,casos confirmats,total,,4
T1/2020,Besalú,casos per cada 100 habitants,homes,..,null
T1/2020,Besalú,casos per cada 100 habitants,dones,..,null
T1/2020,Besalú,casos per cada 100 habitants,total,,0.2
T1/2020,Bescanó,casos confirmats,homes,,6
T1/2020,Bescanó,casos confirmats,dones,,11
T1/2020,Bescanó,casos confirmats,total,,17
T1/2020,Bescanó,casos per cada 100 habitants,homes,,0.2
T1/2020,Bescanó,casos per cada 100 habitants,dones,,0.4
T1/2020,Bescanó,casos per cada 100 habitants,total,,0.3
T1/2020,Bigues i Riells del Fai,casos confirmats,homes,,10
T1/2020,Bigues i Riells del Fai,casos confirmats,dones,,14
T1/2020,Bigues i Riells del Fai,casos confirmats,total,,24
T1/2020,Bigues i Riells del Fai,casos per cada 100 habitants,homes,,0.2
T1/2020,Bigues i Riells del Fai,casos per cada 100 habitants,dones,,0.3
T1/2020,Bigues i Riells del Fai,casos per cada 100 habitants,total,,0.3
T1/2020,"Bisbal d'Empordà, la",casos confirmats,homes,,4
T1/2020,"Bisbal d'Empordà, la",casos confirmats,dones,,5
T1/2020,"Bisbal d'Empordà, la",casos confirmats,total,,9
T1/2020,"Bisbal d'Empordà, la",casos per cada 100 habitants,homes,,0.1
T1/2020,"Bisbal d'Empordà, la",casos per cada 100 habitants,dones,,0.1
T1/2020,"Bisbal d'Empordà, la",casos per cada 100 habitants,total,,0.1
T1/2020,"Bisbal de Falset, la",casos confirmats,homes,,0
T1/2020,"Bisbal de Falset, la",casos confirmats,dones,,0
T1/2020,"Bisbal de Falset, la",casos confirmats,total,,0
T1/2020,"Bisbal de Falset, la",casos per cada 100 habitants,homes,,0.0
T1/2020,"Bisbal de Falset, la",casos per cada 100 habitants,dones,,0.0
T1/2020,"Bisbal de Falset, la",casos per cada 100 habitants,total,,0.0
T1/2020,"Bisbal del Penedès, la",casos confirmats,homes,..,null
T1/2020,"Bisbal del Penedès, la",casos confirmats,dones,..,null
T1/2020,"Bisbal del Penedès, la",casos confirmats,total,,5
T1/2020,"Bisbal del Penedès, la",casos per cada 100 habitants,homes,..,null
T1/2020,"Bisbal del Penedès, la",casos per cada 100 habitants,dones,..,null
T1/2020,"Bisbal del Penedès, la",casos per cada 100 habitants,total,,0.1
T1/2020,Biure,casos confirmats,homes,,0
T1/2020,Biure,casos confirmats,dones,,0
T1/2020,Biure,casos confirmats,total,,0
T1/2020,Biure,casos per cada 100 habitants,homes,,0.0
T1/2020,Biure,casos per cada 100 habitants,dones,,0.0
T1/2020,Biure,casos per cada 100 habitants,total,,0.0
T1/2020,Blancafort,casos confirmats,homes,,0
T1/2020,Blancafort,casos confirmats,dones,,0
T1/2020,Blancafort,casos confirmats,total,,0
T1/2020,Blancafort,casos per cada 100 habitants,homes,,0.0
T1/2020,Blancafort,casos per cada 100 habitants,dones,,0.0
T1/2020,Blancafort,casos per cada 100 habitants,total,,0.0
T1/2020,Blanes,casos confirmats,homes,,40
T1/2020,Blanes,casos confirmats,dones,,37
T1/2020,Blanes,casos confirmats,total,,77
T1/2020,Blanes,casos per cada 100 habitants,homes,,0.2
T1/2020,Blanes,casos per cada 100 habitants,dones,,0.2
T1/2020,Blanes,casos per cada 100 habitants,total,,0.2
T1/2020,Boadella i les Escaules,casos confirmats,homes,,0
T1/2020,Boadella i les Escaules,casos confirmats,dones,,0
T1/2020,Boadella i les Escaules,casos confirmats,total,,0
T1/2020,Boadella i les Escaules,casos per cada 100 habitants,homes,,0.0
T1/2020,Boadella i les Escaules,casos per cada 100 habitants,dones,,0.0
T1/2020,Boadella i les Escaules,casos per cada 100 habitants,total,,0.0
T1/2020,Bolvir,casos confirmats,homes,,0
T1/2020,Bolvir,casos confirmats,dones,,0
T1/2020,Bolvir,casos confirmats,total,,0
T1/2020,Bolvir,casos per cada 100 habitants,homes,,0.0
T1/2020,Bolvir,casos per cada 100 habitants,dones,,0.0
T1/2020,Bolvir,casos per cada 100 habitants,total,,0.0
T1/2020,Bonastre,casos confirmats,homes,,0
T1/2020,Bonastre,casos confirmats,dones,,0
T1/2020,Bonastre,casos confirmats,total,,0
T1/2020,Bonastre,casos per cada 100 habitants,homes,,0.0
T1/2020,Bonastre,casos per cada 100 habitants,dones,,0.0
T1/2020,Bonastre,casos per cada 100 habitants,total,,0.0
T1/2020,"Bòrdes, Es",casos confirmats,homes,..,null
T1/2020,"Bòrdes, Es",casos confirmats,dones,..,null
T1/2020,"Bòrdes, Es",casos confirmats,total,..,null
T1/2020,"Bòrdes, Es",casos per cada 100 habitants,homes,..,null
T1/2020,"Bòrdes, Es",casos per cada 100 habitants,dones,..,null
T1/2020,"Bòrdes, Es",casos per cada 100 habitants,total,..,null
T1/2020,Bordils,casos confirmats,homes,,4
T1/2020,Bordils,casos confirmats,dones,,0
T1/2020,Bordils,casos confirmats,total,,4
T1/2020,Bordils,casos per cada 100 habitants,homes,,0.5
T1/2020,Bordils,casos per cada 100 habitants,dones,,0.0
T1/2020,Bordils,casos per cada 100 habitants,total,,0.2
T1/2020,"Borges Blanques, les",casos confirmats,homes,..,null
T1/2020,"Borges Blanques, les",casos confirmats,dones,..,null
T1/2020,"Borges Blanques, les",casos confirmats,total,,6
T1/2020,"Borges Blanques, les",casos per cada 100 habitants,homes,..,null
T1/2020,"Borges Blanques, les",casos per cada 100 habitants,dones,..,null
T1/2020,"Borges Blanques, les",casos per cada 100 habitants,total,,0.1
T1/2020,"Borges del Camp, les",casos confirmats,homes,,0
T1/2020,"Borges del Camp, les",casos confirmats,dones,,0
T1/2020,"Borges del Camp, les",casos confirmats,total,,0
T1/2020,"Borges del Camp, les",casos per cada 100 habitants,homes,,0.0
T1/2020,"Borges del Camp, les",casos per cada 100 habitants,dones,,0.0
T1/2020,"Borges del Camp, les",casos per cada 100 habitants,total,,0.0
T1/2020,Borrassà,casos confirmats,homes,..,null
T1/2020,Borrassà,casos confirmats,dones,..,null
T1/2020,Borrassà,casos confirmats,total,..,null
T1/2020,Borrassà,casos per cada 100 habitants,homes,..,null
T1/2020,Borrassà,casos per cada 100 habitants,dones,..,null
T1/2020,Borrassà,casos per cada 100 habitants,total,..,null
T1/2020,Borredà,casos confirmats,homes,,0
T1/2020,Borredà,casos confirmats,dones,,0
T1/2020,Borredà,casos confirmats,total,,0
T1/2020,Borredà,casos per cada 100 habitants,homes,,0.0
T1/2020,Borredà,casos per cada 100 habitants,dones,,0.0
T1/2020,Borredà,casos per cada 100 habitants,total,,0.0
T1/2020,Bossòst,casos confirmats,homes,..,null
T1/2020,Bossòst,casos confirmats,dones,..,null
T1/2020,Bossòst,casos confirmats,total,,9
T1/2020,Bossòst,casos per cada 100 habitants,homes,..,null
T1/2020,Bossòst,casos per cada 100 habitants,dones,..,null
T1/2020,Bossòst,casos per cada 100 habitants,total,,0.8
T1/2020,Bot,casos confirmats,homes,,0
T1/2020,Bot,casos confirmats,dones,,0
T1/2020,Bot,casos confirmats,total,,0
T1/2020,Bot,casos per cada 100 habitants,homes,,0.0
T1/2020,Bot,casos per cada 100 habitants,dones,,0.0
T1/2020,Bot,casos per cada 100 habitants,total,,0.0
T1/2020,Botarell,casos confirmats,homes,..,null
T1/2020,Botarell,casos confirmats,dones,..,null
T1/2020,Botarell,casos confirmats,total,..,null
T1/2020,Botarell,casos per cada 100 habitants,homes,..,null
T1/2020,Botarell,casos per cada 100 habitants,dones,..,null
T1/2020,Botarell,casos per cada 100 habitants,total,..,null
T1/2020,Bovera,casos confirmats,homes,,0
T1/2020,Bovera,casos confirmats,dones,,0
T1/2020,Bovera,casos confirmats,total,,0
T1/2020,Bovera,casos per cada 100 habitants,homes,,0.0
T1/2020,Bovera,casos per cada 100 habitants,dones,,0.0
T1/2020,Bovera,casos per cada 100 habitants,total,,0.0
T1/2020,Bràfim,casos confirmats,homes,..,null
T1/2020,Bràfim,casos confirmats,dones,..,null
T1/2020,Bràfim,casos confirmats,total,..,null
T1/2020,Bràfim,casos per cada 100 habitants,homes,..,null
T1/2020,Bràfim,casos per cada 100 habitants,dones,..,null
T1/2020,Bràfim,casos per cada 100 habitants,total,..,null
T1/2020,Breda,casos confirmats,homes,..,null
T1/2020,Breda,casos confirmats,dones,..,null
T1/2020,Breda,casos confirmats,total,,5
T1/2020,Breda,casos per cada 100 habitants,homes,..,null
T1/2020,Breda,casos per cada 100 habitants,dones,..,null
T1/2020,Breda,casos per cada 100 habitants,total,,0.1
T1/2020,"Bruc, el",casos confirmats,homes,..,null
T1/2020,"Bruc, el",casos confirmats,dones,..,null
T1/2020,"Bruc, el",casos confirmats,total,,5
T1/2020,"Bruc, el",casos per cada 100 habitants,homes,..,null
T1/2020,"Bruc, el",casos per cada 100 habitants,dones,..,null
T1/2020,"Bruc, el",casos per cada 100 habitants,total,,0.2
T1/2020,"Brull, el",casos confirmats,homes,..,null
T1/2020,"Brull, el",casos confirmats,dones,..,null
T1/2020,"Brull, el",casos confirmats,total,..,null
T1/2020,"Brull, el",casos per cada 100 habitants,homes,..,null
T1/2020,"Brull, el",casos per cada 100 habitants,dones,..,null
T1/2020,"Brull, el",casos per cada 100 habitants,total,..,null
T1/2020,Brunyola i Sant Martí Sapresa,casos confirmats,homes,..,null
T1/2020,Brunyola i Sant Martí Sapresa,casos confirmats,dones,..,null
T1/2020,Brunyola i Sant Martí Sapresa,casos confirmats,total,..,null
T1/2020,Brunyola i Sant Martí Sapresa,casos per cada 100 habitants,homes,..,null
T1/2020,Brunyola i Sant Martí Sapresa,casos per cada 100 habitants,dones,..,null
T1/2020,Brunyola i Sant Martí Sapresa,casos per cada 100 habitants,total,..,null
T1/2020,Cabacés,casos confirmats,homes,,0
T1/2020,Cabacés,casos confirmats,dones,,0
T1/2020,Cabacés,casos confirmats,total,,0
T1/2020,Cabacés,casos per cada 100 habitants,homes,,0.0
T1/2020,Cabacés,casos per cada 100 habitants,dones,,0.0
T1/2020,Cabacés,casos per cada 100 habitants,total,,0.0
T1/2020,Cabanelles,casos confirmats,homes,,0
T1/2020,Cabanelles,casos confirmats,dones,,0
T1/2020,Cabanelles,casos confirmats,total,,0
T1/2020,Cabanelles,casos per cada 100 habitants,homes,,0.0
T1/2020,Cabanelles,casos per cada 100 habitants,dones,,0.0
T1/2020,Cabanelles,casos per cada 100 habitants,total,,0.0
T1/2020,Cabanes,casos confirmats,homes,,0
T1/2020,Cabanes,casos confirmats,dones,,0
T1/2020,Cabanes,casos confirmats,total,,0
T1/2020,Cabanes,casos per cada 100 habitants,homes,,0.0
T1/2020,Cabanes,casos per cada 100 habitants,dones,,0.0
T1/2020,Cabanes,casos per cada 100 habitants,total,,0.0
T1/2020,"Cabanyes, les",casos confirmats,homes,,0
T1/2020,"Cabanyes, les",casos confirmats,dones,,0
T1/2020,"Cabanyes, les",casos confirmats,total,,0
T1/2020,"Cabanyes, les",casos per cada 100 habitants,homes,,0.0
T1/2020,"Cabanyes, les",casos per cada 100 habitants,dones,,0.0
T1/2020,"Cabanyes, les",casos per cada 100 habitants,total,,0.0
